Squirrel Hill North,20,1812
West End,11,200
Fairywood,21,200
Allegheny West,13,337
McCandless Township,10,2493
Sewickley Heights Borough,12,52
Brookline,10,1251
McKees Rocks Borough,1,265
Munhall Borough,22,3942
Rosslyn Farms Borough,0,33
Emsworth Borough,21,525
Frazer Township,1,30
Mt. Oliver,12,46
McKeesport,5,367
Outside Pittsburgh,8,5
Oakmont Borough,0,950
Ridgemont,11,115
Harmar Township,14,447
Richland Township,23,553
Duquesne Heights,4,19
Central Oakland,9,3097
West Elizabeth Borough,10,11
Thornburg Borough,1,15
Findlay Township,10,115
Ridgemont,14,113
Turtle Creek Borough,8,185
South Park Township,11,1061
Liberty Borough,21,787
Monroeville,15,115
Windgap,6,20
Clairton,8,341
St. Clair,14,8
Pleasant Hills Borough,2,610
Bedford Dwellings,21,359
West Deer Township,22,1645
Carrick,19,2162
West View Borough,23,1127
Bell Acres Borough,12,20
Springdale Township,19,60
Coraopolis Borough,17,396
Bedford Dwellings,2,56
Perry South,0,468
Lower Lawrenceville,5,39
Collier Township,5,95
Moon Township,16,828
Hampton Township,20,1708
Spring Garden,4,8
Allegheny West,2,24
Marshall Township,2,23
Squirrel Hill North,11,1662
West End,2,61
Glenfield Borough,2,18
South Side Flats,22,6257
McCandless Township,13,2944
Versailles Borough,11,271
Upper Hill,6,94
Clairton,22,1014
Outside Allegheny,16,4723
Upper Lawrenceville,20,501
Munhall Borough,17,1423
Rosslyn Farms Borough,11,101
Glen Osborne Borough,11,52
Frazer Township,10,72
McKeesport,2,1610
Bridgeville Borough,7,145
Pennsbury Village Borough,0,56
South Side Slopes,7,254
Harmar Township,21,680
Upper Hill,16,234
Duquesne Heights,3,31
Central Oakland,16,5602
Troy Hill,5,21
Pennsbury Village Borough,11,44
Bon Air,14,65
Pennsbury Village Borough,12,54
Findlay Township,3,19
Hays,22,37
Upper St. Clair Township,14,1409
Homewood West,3,177
Elizabeth Borough,11,145
California-Kirkbride,23,115
Green Tree Borough,17,1014
West View Borough,16,683
Beltzhoover,7,190
Allegheny West,15,187
Springdale Township,10,44
Crafton Borough,13,360
Morningside,18,323
South Fayette Township,0,1233
Beltzhoover,10,246
Marshall-Shadeland,20,830
Blawnox Borough,8,36
Collier Township,12,1293
Hampton Township,13,1158
Spring Garden,13,45
Bedford Dwellings,3,32
Glen Osborne Borough,4,6
Squirrel Hill North,2,565
West End,5,5
Manchester,0,185
Scott Township,11,1091
East Hills,23,836
West Homestead Borough,13,542
Frazer Township,17,217
Munhall Borough,8,511
Troy Hill,18,469
Perry South,16,304
Frazer Township,19,211
Leet Township,18,11
McKeesport,11,2240
Bridgeville Borough,14,392
South Side Slopes,0,888
Richland Township,5,48
Upper St. Clair Township,4,77
Wilkinsburg Borough,9,734
Allegheny West,8,209
Mount Oliver Borough,2,76
Central Northside,13,490
Glassport Borough,8,96
Windgap,1,199
West Elizabeth Borough,23,9
Ross Township,23,5624
Duquesne,2,233
Homewood West,18,751
Millvale Borough,11,290
Springdale Township,1,13
Coraopolis Borough,7,162
South Fayette Township,9,841
Highland Park,14,801
Marshall-Shadeland,13,775
Overbrook,15,994
Bradford Woods Borough,19,23
Collier Township,11,1078
South Oakland,22,2990
Hampton Township,6,242
Arlington,16,101
East Carnegie,1,119
Manchester,15,182
Scott Township,16,1548
Sewickley Borough,5,81
West Homestead Borough,6,64
Outside Allegheny,6,1121
Elizabeth Borough,14,162
Sharpsburg Borough,2,73
South Oakland,7,481
Leet Township,11,1
Kilbuck Township,0,116
Sewickley Hills Borough,18,57
Bridgeville Borough,9,161
Crafton Heights,18,630
South Side Slopes,9,357
Banksville,8,261
Richland Township,12,489
Wilkinsburg Borough,0,1403
Arlington Heights,8,1
Shaler Township,8,1142
North Braddock Borough,13,284
Central Northside,4,40
Windgap,10,240
Swisshelm Park,2,30
Duquesne,9,443
Glenfield Borough,8,35
Stanton Heights,23,702
Avalon Borough,3,109
Allegheny West,10,824
Bell Acres Borough,19,50
Fox Chapel Borough,18,317
Coraopolis Borough,12,517
Scott Township,4,86
Perry South,10,289
Lincoln-Lemington-Belmar,11,507
Marshall-Shadeland,10,598
Overbrook,6,254
Collier Township,18,1151
South Park Township,18,1327
East Carnegie,8,28
Whitaker Borough,17,50
Plum Borough,12,99
Manchester,22,313
McCandless Township,22,4518
Brookline,11,1490
Edgeworth Borough,13,91
Reserve Township,21,591
Swissvale Borough,12,508
White Oak Borough,12,560
Glen Osborne Borough,16,89
Marshall Township,20,177
Leet Township,12,6
Hazelwood,1,513
Bridgeville Borough,16,374
Chateau,18,308
South Side Slopes,18,693
Mount Lebanon,12,2632
Richland Township,11,401
Stanton Heights,18,353
Sharpsburg Borough,22,403
Arlington Heights,17,2
Shaler Township,15,3416
Port Vue Borough,13,312
Windgap,19,134
Crawford-Roberts,8,182
St. Clair,2,4
Baldwin Borough,16,2134
East McKeesport Borough,14,117
Allegheny West,6,11
Etna Borough,22,380
Green Tree Borough,4,72
North Oakland,9,3349
Emsworth Borough,20,487
Chateau,2,67
Central Business District,2,3513
Wall Borough,10,1
Lincoln-Lemington-Belmar,0,400
Marshall-Shadeland,3,162
Lincoln Place,21,469
South Oakland,0,2527
South Park Township,21,2603
Fineview,23,210
Arlington,2,91
Bethel Park Borough,7,907
Lincoln Place,17,232
Point Breeze North,0,419
Kennedy Township,13,831
St. Clair,22,5
Elizabeth Township,6,408
Edgeworth Borough,4,3
Oakdale Borough,12,63
Reserve Township,4,32
Forest Hills Borough,5,61
White Oak Borough,5,46
Glen Osborne Borough,23,81
Polish Hill,15,90
Hazelwood,8,141
Mount Oliver Borough,21,321
Crafton Heights,4,155
East Hills,1,463
Middle Hill,9,182
Wilkinsburg Borough,22,1573
Brentwood Borough,23,3260
Sewickley Hills Borough,1,15
Shaler Township,6,918
Braddock Hills Borough,19,375
Central Northside,22,656
Port Vue Borough,6,93
McKees Rocks Borough,20,673
Windgap,20,198
Sheraden,22,784
Allegheny Center,23,396
Ross Township,0,3765
Monroeville,21,152
California-Kirkbride,22,92
Homewood West,7,75
East McKeesport Borough,7,87
Green Tree Borough,13,895
North Oakland,0,4550
Fox Chapel Borough,4,7
Central Business District,5,1835
Homewood South,15,265
Rosslyn Farms Borough,16,36
Highland Park,19,871
Sewickley Heights Borough,7,7
Edgewood Borough,17,376
Overbrook,16,1086
Braddock Borough,2,64
Pittsburgh,9,444
Avalon Borough,7,116
Arlington,11,110
Bethel Park Borough,12,2735
South Oakland,20,2334
Spring Hill-City View,15,255
Upper Hill,21,755
Hampton Township,4,92
Chalfant Borough,14,33
Elizabeth Township,13,1379
West Homestead Borough,17,603
Summer Hill,5,9
Kilbuck Township,20,172
Forest Hills Borough,2,265
Whitehall Borough,3,251
Hays,12,55
Hazelwood,15,473
Wilkins Township,7,775
Crafton Heights,15,565
Homewood West,6,36
Glen Hazel,19,50
Banksville,19,632
Findlay Township,9,132
Brighton Heights,0,1363
Bon Air,5,3
Marshall Township,4,6
Plum Borough,13,79
Central Northside,17,454
Upper St. Clair Township,1,693
East Pittsburgh Borough,10,107
Sheraden,9,197
Ross Township,11,3906
Baldwin Borough,6,539
Homewood West,14,478
Squirrel Hill South,8,832
O Hara Township,6,220
Etna Borough,4,42
North Oakland,7,955
Fox Chapel Borough,15,332
Central Business District,12,13123
Verona Borough,13,256
West End,18,121
Chartiers City,19,20
Upper Lawrenceville,16,314
Strip District,19,1660
Shadyside,4,194
Braddock Borough,13,275
Greenfield,23,1165
South Park Township,7,675
Arlington,12,163
Bethel Park Borough,21,3770
Mt. Oliver,14,47
Spring Hill-City View,6,46
South Fayette Township,15,1182
Westwood,17,208
Upper St. Clair Township,5,74
McKees Rocks Borough,19,513
Blawnox Borough,18,129
Edgeworth Borough,18,114
Cheswick Borough,17,79
East Carnegie,6,42
Forest Hills Borough,11,616
Stowe Township,23,897
White Oak Borough,23,1047
Polish Hill,0,129
West Elizabeth Borough,19,20
Whitaker Borough,7,20
Port Vue Borough,11,286
Hazelwood,22,769
Wilkins Township,8,591
Banksville,20,672
Reserve Township,15,204
Brighton Heights,9,585
Brentwood Borough,1,1527
Shaler Township,20,5162
Braddock Hills Borough,1,64
Swissvale Borough,0,964
Marshall Township,16,130
Chateau,22,359
Haysville Borough,11,4
Sheraden,0,435
Baldwin Borough,13,1937
East McKeesport Borough,21,249
Squirrel Hill South,3,126
Elizabeth Borough,12,153
Etna Borough,3,63
Franklin Park Borough,17,811
Mount Washington,13,1273
Central Business District,23,7752
North Braddock Borough,19,327
Chartiers City,10,2
Lincoln-Lemington-Belmar,23,514
Edgewood Borough,7,133
Heidelberg Borough,1,174
Braddock Borough,20,322
Greenfield,16,784
Avalon Borough,21,687
Coraopolis Borough,16,426
Swisshelm Park,16,102
Oakmont Borough,22,2007
Ben Avon Borough,0,242
Kilbuck Township,7,20
Spring Hill-City View,1,134
Larimer,3,61
Allentown,16,164
Kennedy Township,22,1794
West Oakland,5,179
Blawnox Borough,21,210
Bellevue Borough,16,845
Forest Hills Borough,16,933
White Oak Borough,16,687
Whitehall Borough,17,1291
Castle Shannon Borough,20,1014
East Hills,8,350
Wilkins Township,17,1562
Glen Hazel,1,150
Robinson Township,3,296
East Hills,19,516
Pine Township,5,28
Brighton Heights,14,725
Westwood,2,91
Brentwood Borough,10,1136
West Mifflin Borough,17,3428
Polish Hill,21,142
Plum Borough,19,117
Garfield,1,670
Point Breeze,22,770
Baldwin Township,11,379
Allegheny Center,0,284
East McKeesport Borough,18,163
Etna Borough,10,148
Homewood West,13,432
North Oakland,21,6014
Franklin Park Borough,8,271
California-Kirkbride,21,77
Monroeville,19,105
North Braddock Borough,8,87
Sewickley Borough,17,404
Bedford Dwellings,0,228
Edgewood Borough,14,318
Point Breeze North,9,170
California-Kirkbride,8,39
Pennsbury Village Borough,5,1
Ben Avon Borough,9,65
South Shore,4,29
Larimer,12,361
Kennedy Township,17,1027
West Oakland,14,1267
O Hara Township,1,316
Cheswick Borough,7,5
Bellevue Borough,23,1813
Wilkinsburg Borough,2,638
Stowe Township,5,96
Polish Hill,22,175
South Oakland,14,1622
North Fayette Township,6,195
Leet Township,14,2
Turtle Creek Borough,16,1435
Sewickley Heights Borough,16,24
South Park Township,15,1197
Glen Hazel,8,11
Turtle Creek Borough,23,708
Bloomfield,19,1545
Lower Lawrenceville,2,138
Brighton Heights,23,1627
Westwood,13,187
Mount Lebanon,23,3333
Chalfant Borough,2,17
Braddock Hills Borough,15,154
Swissvale Borough,18,632
Upper St. Clair Township,22,2150
Allegheny Center,11,514
Morningside,14,200
Liberty Borough,3,49
Squirrel Hill South,21,1689
Central Northside,2,54
Aspinwall Borough,1,99
Allegheny West,21,137
Ridgemont,15,147
Franklin Park Borough,3,111
Port Vue Borough,10,242
Forward Township,18,83
North Braddock Borough,1,196
O Hara Township,21,1881
Ridgemont,0,67
West Deer Township,2,325
Strip District,4,89
New Homestead,23,66
Greenfield,2,330
Dravosburg Borough,17,146
Ben Avon Borough,22,693
Spring Hill-City View,19,336
Larimer,21,234
Leet Township,1,2
Allentown,2,146
Glassport Borough,1,195
West Oakland,23,1050
Pine Township,18,678
Glassport Borough,20,484
Cheswick Borough,12,41
Plum Borough,15,97
North Versailles Township,21,2120
Stowe Township,12,407
East Liberty,12,1041
Castle Shannon Borough,10,482
North Fayette Township,15,1640
Thornburg Borough,10,21
Dormont Borough,6,182
South Versailles Township,9,3
Hays,16,52
Glen Hazel,15,24
Robinson Township,17,3696
Thornburg Borough,7,10
Bloomfield,12,1291
Shadyside,1,1131
Westwood,20,304
Mount Lebanon,16,2779
West Mifflin Borough,3,955
Versailles Borough,16,367
Plum Borough,5,38
Blawnox Borough,14,197
Indiana Township,1,271
Haysville Borough,20,8
East Allegheny,22,465
Green Tree Borough,3,115
Lincoln Borough,0,336
Aspinwall Borough,8,175
Baldwin Township,12,374
Allentown,14,152
Central Lawrenceville,18,782
Ohio Township,16,1129
California-Kirkbride,7,63
North Braddock Borough,6,73
O Hara Township,12,1341
Perry South,14,367
Strip District,15,1592
New Homestead,16,27
Greenfield,11,593
Dravosburg Borough,10,61
Aleppo Township,17,28
Terrace Village,11,672
Lincoln Place,10,213
Allentown,11,182
West Oakland,16,981
Penn Hills Township,10,2799
Garfield,21,905
Bellevue Borough,5,103
Monroeville,7,37
Stowe Township,11,406
Bridgeville Borough,4,49
East Liberty,7,330
West Elizabeth Borough,15,27
Swissvale Borough,15,510
Garfield,14,567
Summer Hill,7,47
Dormont Borough,1,557
South Versailles Township,0,5
Regent Square,5,9
Turtle Creek Borough,1,378
Beltzhoover,5,40
Millvale Borough,3,55
Shadyside,6,403
Bluff,14,3246
Versailles Borough,0,438
West Mifflin Borough,10,2777
Northview Heights,19,52
Indiana Township,8,296
Aleppo Township,5,2
Carnegie Borough,10,505
Bradford Woods Borough,11,13
Lincoln Borough,11,219
Beltzhoover,1,189
Aspinwall Borough,23,361
Baldwin Township,5,23
Central Lawrenceville,11,588
Ohio Township,23,2050
East Liberty,0,551
Forward Township,0,135
Central Oakland,17,5494
Friendship,23,150
Mt. Oliver,9,24
Friendship,6,11
Dravosburg Borough,3,163
Friendship,19,198
Rankin Borough,6,17
Terrace Village,4,95
Allentown,12,187
Avalon Borough,11,416
Penn Hills Township,21,6977
Oakwood,21,164
Garfield,12,593
Bellevue Borough,12,881
North Versailles Township,7,557
Churchill Borough,15,311
South Shore,9,566
Oakdale Borough,5,18
Ingram Borough,4,90
Summer Hill,12,70
Knoxville,23,1734
Glenfield Borough,16,58
Oakmont Borough,5,114
Lower Lawrenceville,21,672
Bluff,1,1848
Carrick,8,473
Mount Lebanon,2,743
West Mifflin Borough,13,3389
Greenfield,5,104
Indiana Township,23,693
Aleppo Township,12,41
Swissvale Borough,9,290
East Allegheny,0,196
Carnegie Borough,13,651
Millvale Borough,22,698
Lincoln Borough,18,296
Haysville Borough,17,2
Verona Borough,14,238
Baldwin Township,2,221
Central Lawrenceville,0,727
Forward Township,9,48
Ingram Borough,19,444
Fairywood,1,105
Chateau,3,40
West Deer Township,21,1523
New Homestead,2,21
Dravosburg Borough,4,117
Homewood North,15,155
Emsworth Borough,1,122
Mt. Oliver,2,96
North Shore,13,3121
Point Breeze,13,262
Troy Hill,19,480
Pine Township,13,719
Friendship,13,129
Heidelberg Borough,13,143
Glassport Borough,9,160
Homestead Borough,19,1351
North Versailles Township,14,870
Churchill Borough,4,29
South Shore,14,437
Wilmerding Borough,22,143
Whitaker Borough,12,54
Elliott,13,142
Dormont Borough,19,1789
Crafton Borough,4,47
Knoxville,20,466
Pleasant Hills Borough,22,1725
Shadyside,20,2655
Carrick,15,1356
Versailles Borough,18,345
Ben Avon Heights Borough,10,7
Chateau,12,777
Fineview,22,362
Beechview,1,1048
East Allegheny,11,417
Beltzhoover,22,417
Middle Hill,8,77
Moon Township,4,165
Lincoln Borough,21,333
Spring Garden,16,65
Ohio Township,5,164
California-Kirkbride,6,6
Perry South,12,333
Penn Hills Township,4,726
Fairywood,10,97
Crawford-Roberts,5,43
Lincoln Borough,5,48
Upper Lawrenceville,8,167
Homewood North,0,284
Rosslyn Farms Borough,23,48
Emsworth Borough,6,70
Terrace Village,22,1289
McKeesport,22,5027
East Pittsburgh Borough,16,139
Oakmont Borough,23,1616
South Fayette Township,3,137
Harmar Township,1,193
Oakwood,11,42
Duquesne Heights,23,431
Middle Hill,1,161
Homestead Borough,8,289
Monroeville,18,116
Baldwin Township,13,319
West Deer Township,15,725
East Liberty,16,994
Wilmerding Borough,9,47
Findlay Township,23,54
Banksville,15,480
Elliott,20,454
Knoxville,5,69
Liberty Borough,0,447
Heidelberg Borough,18,175
Pleasant Hills Borough,17,1127
Bluff,19,3034
Carrick,6,445
West View Borough,4,104
Northview Heights,6,8
Homewood South,7,76
South Fayette Township,20,1962
Fineview,15,121
Beechview,14,1309
West Elizabeth Borough,5,1
Middle Hill,17,260
Moon Township,15,851
Baldwin Township,16,422
Lincoln Place,12,273
Ohio Township,12,1360
Ingram Borough,5,63
Glenfield Borough,15,53
South Side Flats,1,3216
Hampton Township,12,1098
Sewickley Heights Borough,13,24
Elliott,2,62
Brookline,16,1831
Elizabeth Borough,1,53
Upper Lawrenceville,3,64
Elizabeth Borough,17,180
Cheswick Borough,3,4
Rankin Borough,17,74
Frazer Township,7,18
Wilkinsburg Borough,3,389
St. Clair,20,8
Oakmont Borough,14,851
Ridgemont,1,19
Harmar Township,8,199
Oakwood,0,68
Duquesne Heights,14,233
Central Oakland,3,1160
Homestead Borough,1,323
Churchill Borough,18,381
East Hills,10,167
Sewickley Heights Borough,17,39
Wilmerding Borough,0,139
Findlay Township,16,76
Turtle Creek Borough,11,556
Sewickley Hills Borough,8,38
Perry North,16,1061
Liberty Borough,11,340
Duquesne,22,938
Neville Township,19,216
Pleasant Hills Borough,8,470
Crawford-Roberts,12,183
West View Borough,13,410
Springdale Township,21,87
Northview Heights,15,75
Jefferson Hills Borough,11,742
Fineview,4,36
Beechview,23,2812
Point Breeze,9,242
Carnegie Borough,22,1282
Lower Lawrenceville,6,63
Point Breeze North,3,76
Moon Township,22,1340
Regent Square,0,57
East Carnegie,21,183
Rosslyn Farms Borough,18,44
Squirrel Hill North,21,1756
West End,8,81
Fairywood,20,157
South Side Flats,8,1408
McCandless Township,11,2710
Versailles Borough,10,278
Upper Hill,8,176
Clairton,17,491
Windgap,17,238
Munhall Borough,23,3856
Rosslyn Farms Borough,1,17
Pennsbury Village Borough,22,243
Frazer Township,0,39
McKeesport,4,421
Kilbuck Township,18,129
North Shore,16,3793
Neville Township,23,175
Troy Hill,12,269
Harmar Township,15,488
Richland Township,16,518
Duquesne Heights,5,35
Central Oakland,10,4533
Rankin Borough,1,59
McKees Rocks Borough,23,589
Homewood South,17,309
Upper Lawrenceville,10,259
Verona Borough,21,503
Clairton,9,328
Stanton Heights,0,495
Pleasant Hills Borough,3,579
Elizabeth Borough,4,25
Carrick,20,2583
West View Borough,22,1413
Bell Acres Borough,15,26
Springdale Township,12,53
Crafton Borough,3,85
Morningside,21,724
Perry South,1,247
Sewickley Hills Borough,15,53
East Hills,15,342
Verona Borough,20,376
Collier Township,6,195
Moon Township,17,841
Hampton Township,19,1426
Spring Garden,7,21
Squirrel Hill North,12,1918
West End,3,19
Glenfield Borough,1,48
South Side Flats,23,5763
McCandless Township,2,904
Jefferson Hills Borough,4,71
Upper Hill,1,369
Outside Allegheny,19,5582
Upper Lawrenceville,21,668
Munhall Borough,14,1348
Ridgemont,17,120
Crawford-Roberts,11,206
Frazer Township,9,53
McKeesport,13,2465
Outside Pittsburgh,0,3
Mount Oliver Borough,10,102
South Side Slopes,6,147
Harmar Township,22,632
Polish Hill,6,41
Homewood South,20,429
Mount Oliver Borough,1,166
Findlay Township,2,18
Garfield,9,409
West Elizabeth Borough,20,20
Thornburg Borough,8,15
Duquesne,4,115
Pennsbury Village Borough,10,59
Clairton,0,978
Point Breeze North,2,194
Green Tree Borough,16,931
Bell Acres Borough,4,2
Springdale Township,11,53
Crafton Borough,10,193
Jefferson Hills Borough,21,1489
Highland Park,8,645
Marshall-Shadeland,23,1068
California-Kirkbride,0,61
Collier Township,13,1210
Regent Square,22,78
Spring Garden,12,72
Heidelberg Borough,8,56
East Carnegie,7,38
Squirrel Hill North,3,308
North Braddock Borough,5,29
Manchester,1,171
Scott Township,10,963
Sewickley Borough,6,80
West Homestead Borough,12,456
Hays,2,28
Munhall Borough,9,674
Middle Hill,5,59
Glen Osborne Borough,3,6
Pittsburgh,4,52
Frazer Township,18,228
Leet Township,17,5
McKeesport,10,1951
Sewickley Hills Borough,19,40
Bridgeville Borough,15,351
Perry North,1,899
South Side Slopes,15,525
Upper Lawrenceville,23,570
Richland Township,6,424
Sharpsburg Borough,8,126
East Carnegie,9,49
Wilkinsburg Borough,10,797
Knoxville,10,564
Central Northside,10,388
Windgap,0,406
Bethel Park Borough,9,1601
Reserve Township,20,510
Duquesne,3,146
Spring Hill-City View,2,72
Homewood West,19,780
South Side Flats,15,3302
Wall Borough,5,7
Springdale Township,2,4
Crafton Borough,21,719
Scott Township,5,106
Perry South,19,514
Highland Park,15,733
Lincoln Place,8,88
Marshall-Shadeland,12,777
Overbrook,12,642
Collier Township,20,1385
South Oakland,23,2912
Hampton Township,5,106
Arlington,23,286
East Carnegie,14,77
Polish Hill,5,15
Manchester,8,60
Scott Township,19,1857
Upper Hill,9,224
West Homestead Borough,5,49
Ross Township,20,7102
Munhall Borough,0,3052
Bradford Woods Borough,18,23
Scott Township,13,1230
Marshall Township,21,149
Leet Township,10,1
Avalon Borough,18,455
Bradford Woods Borough,7,2
Bridgeville Borough,22,810
Crafton Heights,19,640
Point Breeze,18,486
South Side Slopes,8,276
Mount Lebanon,13,2934
Richland Township,13,410
Thornburg Borough,21,27
Ridgemont,20,77
Wilkinsburg Borough,1,879
Arlington Heights,15,1
Shaler Township,9,1518
Central Northside,5,56
Blawnox Borough,6,9
Windgap,9,124
Duquesne,10,555
Green Tree Borough,2,244
Bell Acres Borough,18,46
Pennsbury Village Borough,23,119
Fox Chapel Borough,19,431
Coraopolis Borough,15,457
Regent Square,4,17
Highland Park,6,158
Lincoln-Lemington-Belmar,10,501
Marshall-Shadeland,5,51
Overbrook,7,271
Collier Township,19,1301
Stanton Heights,8,122
South Park Township,19,1607
Aleppo Township,9,20
Bethel Park Borough,1,1369
Esplen,10,57
Ridgemont,2,16
Penn Hills Township,15,3264
Manchester,23,276
McCandless Township,23,3718
Esplen,17,66
Edgeworth Borough,14,92
Outside Allegheny,14,4783
Coraopolis Borough,6,35
White Oak Borough,11,624
Glen Osborne Borough,17,141
Polish Hill,12,118
Hazelwood,2,396
Bridgeville Borough,17,362
South Fayette Township,8,710
Banksville,0,680
Middle Hill,14,205
Sharpsburg Borough,17,211
Troy Hill,15,293
Arlington Heights,16,4
Shaler Township,0,3586
North Versailles Township,17,1111
Port Vue Borough,12,293
Windgap,18,165
Ross Township,6,844
Baldwin Borough,17,2101
California-Kirkbride,17,37
East McKeesport Borough,9,96
Swisshelm Park,6,20
Etna Borough,23,307
Green Tree Borough,11,835
North Oakland,10,5321
Chalfant Borough,4,6
Central Business District,3,2804
Homewood South,12,258
Lincoln-Lemington-Belmar,3,89
Marshall-Shadeland,2,305
Sewickley Borough,21,492
Thornburg Borough,5,8
South Oakland,1,1409
Perry North,0,1143
Bedford Dwellings,6,68
Arlington,1,159
Bethel Park Borough,6,485
Pittsburgh,21,1065
Bedford Dwellings,22,448
Liberty Borough,5,28
Elizabeth Township,7,1223
West Homestead Borough,23,790
Edgeworth Borough,5,2
Forest Hills Borough,4,48
White Oak Borough,4,56
Polish Hill,13,119
Sewickley Heights Borough,19,48
Ingram Borough,12,282
Hazelwood,9,248
Mount Oliver Borough,22,345
Crafton Heights,5,127
Wilkinsburg Borough,23,1753
Brentwood Borough,22,3462
Shaler Township,7,1064
Braddock Hills Borough,20,402
Central Northside,23,571
Port Vue Borough,5,64
Chateau,5,75
East Pittsburgh Borough,12,157
Sheraden,23,679
Allegheny Center,20,565
Ross Township,1,2313
Bon Air,8,46
Stanton Heights,6,77
East McKeesport Borough,6,42
Squirrel Hill South,14,1432
Beltzhoover,21,431
Green Tree Borough,12,888
North Oakland,1,2990
Fox Chapel Borough,5,12
Central Business District,10,10557
Highland Park,20,1239
Sewickley Heights Borough,6,7
Edgewood Borough,18,367
Overbrook,17,1024
Shadyside,5,208
Braddock Borough,3,38
South Oakland,8,697
Perry North,7,303
McCandless Township,5,282
Arlington,10,115
Bethel Park Borough,15,2765
Ben Avon Borough,13,234
Spring Hill-City View,12,130
Wall Borough,3,2
Kennedy Township,5,105
Upper St. Clair Township,12,1285
Elizabeth Township,14,1234
West Homestead Borough,16,561
Neville Township,13,159
Forest Hills Borough,13,640
Polish Hill,10,96
Bridgeville Borough,2,131
Whitaker Borough,4,6
Hazelwood,16,519
Wilkins Township,6,1121
Crafton Heights,12,389
Glen Hazel,20,49
Banksville,18,547
Reserve Township,14,168
Brighton Heights,3,240
St. Clair,12,5
Allentown,21,384
Rankin Borough,10,80
Swissvale Borough,6,108
Upper St. Clair Township,2,321
East Pittsburgh Borough,11,94
Sheraden,14,272
Chalfant Borough,11,29
Ross Township,8,1672
Baldwin Borough,7,722
Stanton Heights,13,296
Avalon Borough,16,339
Squirrel Hill South,9,1046
Elizabeth Borough,13,123
Etna Borough,5,17
Fox Chapel Borough,12,206
Central Business District,13,13117
Chartiers City,16,4
Sewickley Borough,1,195
Lincoln-Lemington-Belmar,17,619
Strip District,16,1484
Braddock Borough,10,164
Greenfield,22,1404
South Park Township,4,159
Crafton Borough,2,215
Bethel Park Borough,20,3391
North Shore,0,1477
Ridgemont,13,112
Sewickley Borough,23,381
Jefferson Hills Borough,13,774
Morningside,23,544
Edgeworth Borough,19,132
Penn Hills Township,14,3350
Cheswick Borough,16,47
Forest Hills Borough,10,518
Stowe Township,16,541
White Oak Borough,22,1216
Whitehall Borough,11,1209
West Elizabeth Borough,18,19
Lincoln Place,4,45
Hazelwood,23,681
Wilkins Township,15,1176
Robinson Township,5,438
Outside Pittsburgh,22,1
Brighton Heights,8,452
Brentwood Borough,0,2208
Shaler Township,21,6408
Braddock Hills Borough,2,31
Swissvale Borough,1,693
Marshall Township,23,94
Point Breeze,16,338
Haysville Borough,8,5
Sheraden,1,313
Allegheny Center,6,85
Baldwin Borough,14,1826
East McKeesport Borough,20,242
Squirrel Hill South,0,766
Whitaker Borough,23,85
Etna Borough,12,235
Franklin Park Borough,22,1295
Mount Washington,12,1238
Central Business District,20,12142
North Braddock Borough,18,442
Friendship,12,128
Chartiers City,11,1
Regent Square,14,49
Lincoln-Lemington-Belmar,22,613
Edgewood Borough,0,409
California-Kirkbride,11,65
Braddock Borough,21,383
Perry North,21,1737
Swisshelm Park,23,244
Ben Avon Borough,3,63
East Liberty,18,1211
Larimer,2,108
Perry South,18,333
Allentown,23,225
Kennedy Township,23,1856
Lincoln Borough,7,93
West Oakland,4,160
Sewickley Borough,15,388
West Elizabeth Borough,3,1
Bellevue Borough,17,942
Forest Hills Borough,19,924
Whitehall Borough,16,1390
Castle Shannon Borough,23,1169
Turtle Creek Borough,19,1141
Wilkins Township,16,1340
South Versailles Township,20,4
Glen Hazel,2,49
Robinson Township,2,504
Whitehall Borough,2,509
West Deer Township,9,435
Brighton Heights,17,896
Westwood,3,48
Bon Air,20,99
West Mifflin Borough,22,5456
Braddock Hills Borough,9,117
Plum Borough,16,152
McKees Rocks Borough,14,317
Swisshelm Park,4,4
Allegheny Center,1,126
Liberty Borough,2,117
Chalfant Borough,19,50
Etna Borough,11,208
Allegheny West,20,136
North Oakland,22,5778
Franklin Park Borough,9,387
Mount Washington,5,170
Sewickley Heights Borough,14,18
North Braddock Borough,11,208
Sewickley Borough,16,427
Chartiers City,2,10
Edgewood Borough,15,248
Brentwood Borough,15,2113
Wall Borough,7,2
Lincoln Place,14,344
Ben Avon Borough,8,53
Wall Borough,19,24
Larimer,11,274
West Oakland,13,1311
Kilbuck Township,2,31
Cheswick Borough,6,7
Plum Borough,14,112
Point Breeze North,7,132
Oakdale Borough,11,90
Polish Hill,17,137
Castle Shannon Borough,12,805
North Fayette Township,5,66
Summer Hill,16,140
Oakdale Borough,16,84
McKees Rocks Borough,12,304
Glen Hazel,9,20
Robinson Township,11,2806
Neville Township,1,59
Bloomfield,18,1435
Shadyside,11,1806
Brighton Heights,22,1700
Westwood,10,182
Mount Lebanon,22,4603
Ben Avon Heights Borough,17,19
Swissvale Borough,19,608
Morningside,13,230
Upper St. Clair Township,23,1667
Allegheny Center,8,415
Emsworth Borough,8,129
Squirrel Hill South,18,1568
Swisshelm Park,10,151
Aspinwall Borough,2,49
Franklin Park Borough,0,702
Mount Washington,2,720
Forward Township,21,171
North Braddock Borough,0,366
